ID;StartTime;Path
29;2017-01-29 11:31:00;A(96):(18):B1(47):(132):C(12):(701):D1(15);A:B1:C:D1
30;2017-01-25 06:32:00;A(16):(2):B1(14):(102):C(76):(56):D1(10);A:B1:C:D1
31;2017-02-09 01:11:00;A(6):(7):B1(73):(177):C(32):(432):D1(42);A:B1:C:D1
32;2017-03-17 02:17:00;A(7):(13):B1(9):(13):C(7):(382):D1(22);A:B1:C:D1
33;2017-07-15 12:05:00;A(78):(3):B1(4):(158):C(184):(129):D1(3);A:B1:C:D1
34;2017-02-22 17:50:00;A(178):(2):B1(19):(10):C(128):(212):D1(36);A:B1:C:D1
35;2017-02-21 08:26:00;A(28):(11):B1(171):(167):C(13):(435):D1(43);A:B1:C:D1
36;2017-05-20 16:04:00;A(92):(8):B1(4):(5):C(48):(507):D1(63);A:B1:C:D1
37;2017-04-09 19:33:00;A(104):(6):B1(31):(274):C(62):(673):D1(1);A:B1:C:D1
38;2017-03-23 17:29:00;A(59):(7):B1(22):(105):C(46):(265):D2(11);A:B1:C:D2
39;2017-03-06 11:47:00;A(100):(55):B1(9):(292):C(18):(122):D1(35);A:B1:C:D1
40;2017-01-26 13:41:00;A(236):(21):B1(5):(15):C(10):(137):D1(83);A:B1:C:D1
41;2017-10-31 18:21:00;A(6):(0):B1(22):(404):C(115):(301):D1(29);A:B1:C:D1
42;2017-02-23 22:21:00;A(10):(2):B1(20):(13):C(59):(58):D1(29);A:B1:C:D1
43;2017-05-24 08:50:00;A(3):(8):B1(14):(24):C(26):(384):D1(100);A:B1:C:D1
44;2018-02-03 09:18:00;A(49):(5):B1(17):(48):C(132):(667):D1(1);A:B1:C:D1
45;2017-02-10 05:36:00;A(41):(49):B1(44):(418):C(192):(401):D1(7);A:B1:C:D1
46;2017-01-12 02:28:00;A(47):(3):B1(16):(122):C(5):(757):D1(17);A:B1:C:D1
47;2017-03-05 15:45:00;A(92):(8):B2(1):(25):C(310):(74):D1(14);A:B2:C:D1
48;2017-02-21 16:55:00;A(124):(11):B1(43):(124):C(46):(301):D1(17);A:B1:C:D1
49;2018-07-25 16:43:00;A(18):(11):B1(6):(103):C(261):(1374):D1(44);A:B1:C:D1
50;2018-01-03 19:20:00;A(4):(39):B1(38):(78):C(202):(356):D1(12);A:B1:C:D1
51;2017-06-07 01:32:00;A(117):(25):B1(24):(57):C(13):(73):D1(50);A:B1:C:D1
52;2017-05-15 23:40:00;A(51):(30):B1(30):(298):C(36):(96):D1(11);A:B1:C:D1
53;2017-11-19 19:20:00;A(138):(9):B1(52):(226):C(25):(350):D1(53);A:B1:C:D1
54;2017-06-07 19:42:00;A(10):(19):B1(81):(132):C(25):(245):D1(145);A:B1:C:D1
55;2018-03-16 14:59:00;A(14):(9):B1(1):(96):C(99):(70):D1(74);A:B1:C:D1
56;2017-06-07 05:50:00;A(23):(10):B1(5):(197):C(302):(225):D1(18);A:B1:C:D1
57;2017-01-31 00:29:00;A(66):(9):B1(36):(187):C(27):(305):D1(36);A:B1:C:D1
58;2018-02-24 08:10:00;A(50):(9):B1(1):(242):C(40):(531):D1(10);A:B1:C:D1
59;2017-04-15 10:01:00;A(8):(1):B1(34):(35):C(187):(244):D1(1);A:B1:C:D1
60;2017-06-26 12:21:00;A(21):(18):B1(56):(117):C(253):(117):D1(10);A:B1:C:D1
61;2017-02-25 13:25:00;A(2):(52):B1(28):(94):C(30):(217):D1(6);A:B1:C:D1
62;2017-01-15 14:11:00;A(115):(1):B1(14):(87):C(220):(45):D1(4);A:B1:C:D1
63;2017-02-22 09:33:00;A(62):(5):B1(17):(20):C(6):(88):D1(20);A:B1:C:D1
64;2018-02-13 03:27:00;A(95):(13):B1(6):(150):C(151):(304):D1(13);A:B1:C:D1
65;2017-07-14 18:09:00;A(78):(42):B1(9):(182):C(175):(369):D1(30);A:B1:C:D1
66;2017-03-08 02:17:00;A(1):(20):B1(9):(292):C(19):(68):D1(29);A:B1:C:D1
67;2017-01-17 15:17:00;A(26):(5):B1(9):(47):C(346):(181):D1(44);A:B1:C:D1
68;2017-04-09 23:15:00;A(15):(5):B1(8):(161):C(23):(150):D1(9);A:B1:C:D1
69;2017-01-16 11:03:00;A(118):(4):B1(3):(152):C(300):(152):D1(5);A:B1:C:D1
70;2017-02-05 21:14:00;A(7):(4):B1(7):(269):C(92):(284):D1(6);A:B1:C:D1
71;2017-09-06 20:30:00;A(356):(20):B1(11):(109):C(91):(168):D1(8);A:B1:C:D1
72;2017-02-05 04:37:00;A(183):(5):B2(76):(610):C(55):(2):D1(19);A:B2:C:D1
73;2017-03-01 01:00:00;A(235):(7):B1(3):(212):C(61):(34):D1(13);A:B1:C:D1
74;2017-02-09 13:28:00;A(11):(2):B1(21):(358):C(27):(131):D1(34);A:B1:C:D1
75;2018-04-19 00:10:00;A(117):(34):B1(0):(129):C(83):(994):D1(10);A:B1:C:D1
76;2017-03-16 07:34:00;A(41):(4):B1(9):(1):C(33):(93):D1(70);A:B1:C:D1
77;2018-04-11 21:54:00;A(53):(21):B1(2):(121):C(4):(89):D1(15);A:B1:C:D1
78;2017-05-31 02:28:00;A(58):(4):B1(3):(421):C(10):(83):D1(10);A:B1:C:D1
79;2017-12-26 07:30:00;A(32):(2):B1(24):(212):C(16):(55):D1(23);A:B1:C:D1
80;2017-10-04 06:09:00;A(83):(6):B1(89):(22):C(49):(54):D1(36);A:B1:C:D1
81;2017-04-11 01:21:00;A(9):(8):B1(20):(19):C(68):(107):D1(46);A:B1:C:D1
82;2017-11-01 09:07:00;A(84):(3):B1(6):(166):C(65):(407):D1(40);A:B1:C:D1
83;2017-04-19 14:57:00;A(11):(8):B1(37):(48):C(62):(404):D1(7);A:B1:C:D1
84;2017-03-07 22:07:00;A(11):(14):B1(70):(57):C(19):(141):D1(28);A:B1:C:D1
85;2017-11-29 07:53:00;A(0):(1):B1(4):(32):C(31):(134):D1(9);A:B1:C:D1
86;2017-02-02 00:11:00;A(60):(14):B1(11):(70):C(88):(253):D1(22);A:B1:C:D1
87;2017-01-15 20:01:00;A(60):(6):B1(8):(56):C(92):(48):D1(36);A:B1:C:D1
88;2017-02-28 17:36:00;A(78):(4):B1(7):(204):C(175):(46):D1(27);A:B1:C:D1
89;2017-11-28 15:04:00;A(63):(67):B1(30):(70):C(81):(258):D1(1);A:B1:C:D1
90;2017-03-13 04:37:00;A(50):(4):B1(46):(193):C(90):(500):D1(10);A:B1:C:D1
91;2017-02-04 15:11:00;A(6):(12):B1(10):(80):C(241):(398):D1(65);A:B1:C:D1
92;2017-02-07 20:26:00;A(15):(1):B1(13):(146):C(21):(509):D1(104);A:B1:C:D1
93;2017-01-23 12:26:00;A(4):(5):B1(27):(97):C(20):(205):D1(38);A:B1:C:D1
94;2017-03-13 00:28:00;A(38):(11):B1(6):(41):C(442):(175):D1(59);A:B1:C:D1
95;2017-03-19 09:09:00;A(31):(14):B1(105):(97):C(180):(803):D1(6);A:B1:C:D1
96;2019-03-06 08:56:00;A(1):(19):B1(35):(84):C(120):(272):D1(3);A:B1:C:D1
97;2018-04-01 12:57:00;A(80):(1):B1(25):(183):C(3):(74):D1(73);A:B1:C:D1
98;2017-11-30 06:04:00;A(14):(1):B1(2):(11):C(32):(199):D1(9);A:B1:C:D1
99;2017-05-05 03:19:00;A(146):(2):B1(28):(623):C(111):(58):D1(17);A:B1:C:D1
100;2017-09-01 14:50:00;A(229):(7):B1(31):(34):C(197):(114):D1(47);A:B1:C:D1
101;2017-05-22 08:46:00;A(39):(6):B1(55):(133):C(106):(68):D1(23);A:B1:C:D1
102;2017-04-17 17:39:00;A(11):(14):B1(6):(45):C(182):(219):D1(10);A:B1:C:D1
103;2018-07-10 07:06:00;A(363):(5):B1(24):(178):C(114):(1098):D1(23);A:B1:C:D1
104;2017-11-08 08:50:00;A(37):(16):B1(11):(48):C(38):(546):D1(15);A:B1:C:D1
105;2017-01-07 04:32:00;A(43):(30):B1(42):(63):C(102):(35):D1(19);A:B1:C:D1
106;2017-11-23 05:20:00;A(10):(14):B1(5):(209):C(100):(23):D1(0);A:B1:C:D1
107;2017-07-24 15:28:00;A(10):(0):B1(32):(500):C(107):(177):D1(6);A:B1:C:D1
108;2017-02-05 00:09:00;A(90):(0):B1(4):(127):C(98):(153):D1(5);A:B1:C:D1
109;2017-05-27 06:43:00;A(23):(6):B1(41):(103):C(201):(566):D1(52);A:B1:C:D1
110;2017-04-15 02:03:00;A(11):(19):B1(32):(109):C(29):(110):D1(28);A:B1:C:D1
111;2017-02-07 03:15:00;A(111):(7):B1(1):(42):C(45):(171):D1(3);A:B1:C:D1
112;2017-04-02 13:32:00;A(225):(4):B1(57):(194):C(115):(201):D2(18);A:B1:C:D2
113;2017-01-16 01:09:00;A(144):(5):B1(49):(411):C(92):(223):D1(1);A:B1:C:D1
114;2017-05-03 04:23:00;A(125):(3):B1(1):(729):C(27):(226):D1(9);A:B1:C:D1
115;2018-09-13 01:34:00;A(44):(25):B1(26):(275):C(19):(320):D1(7);A:B1:C:D1
116;2017-02-12 09:05:00;A(148):(8):B1(31):(13):C(35):(268):D1(3);A:B1:C:D1
117;2017-07-03 03:04:00;A(40):(39):B1(4):(83):C(186):(1240):D1(23);A:B1:C:D1
118;2017-03-08 01:17:00;A(62):(5):B1(14):(243):C(157):(137):D1(8);A:B1:C:D1
119;2017-10-11 05:41:00;A(37):(6):B1(23):(261):C(134):(58):D1(34);A:B1:C:D1
120;2017-04-25 19:27:00;A(84):(20):B1(4):(26):C(24):(68):D1(1);A:B1:C:D1
121;2017-04-02 23:01:00;A(27):(1):B1(12):(142):C(296):(224):D1(1);A:B1:C:D1
122;2017-01-05 20:45:00;A(3):(0):B1(45):(41):C(77):(176):D1(44);A:B1:C:D1
123;2017-07-18 15:22:00;A(12):(3):B1(6):(178):C(179):(13):D1(6);A:B1:C:D1
124;2017-01-14 03:10:00;A(82):(8):B1(61):(11):C(144):(184):D1(20);A:B1:C:D1
125;2017-08-22 18:36:00;A(41):(5):B1(7):(442):C(210):(70):D1(46);A:B1:C:D1
126;2017-10-01 09:35:00;A(42):(1):B1(28):(68):C(170):(175):D1(52);A:B1:C:D1
127;2017-06-19 08:34:00;A(99):(7):B1(20):(119):C(80):(108):D1(2);A:B1:C:D1
128;2017-03-21 07:32:00;A(67):(25):B1(5):(19):C(42):(355):D1(3);A:B1:C:D1
129;2017-01-15 00:37:00;A(10):(5):B1(47):(91):C(60):(4):D1(16);A:B1:C:D1
130;2017-07-01 23:56:00;A(25):(1):B1(11):(209):C(129):(196):D1(45);A:B1:C:D1
131;2017-01-31 02:13:00;A(193):(37):B1(57):(166):C(28):(526):D1(68);A:B1:C:D1
132;2017-06-10 00:14:00;A(34):(12):B1(46):(63):C(29):(228):D1(77);A:B1:C:D1
133;2017-01-29 22:31:00;A(7):(1):B1(4):(30):C(164):(555):D1(4);A:B1:C:D1
134;2017-01-29 12:03:00;A(106):(2):B1(64):(161):C(139):(1208):D1(12);A:B1:C:D1
135;2017-09-19 13:53:00;A(55):(6):B1(9):(162):C(153):(4):D1(21);A:B1:C:D1
136;2017-01-13 20:31:00;A(40):(28):B1(15):(12):C(255):(456):D1(23);A:B1:C:D1
137;2017-11-04 04:53:00;A(89):(2):B1(10):(153):C(21):(604):D1(35);A:B1:C:D1
138;2017-01-11 13:28:00;A(4):(25):B2(14):(146):C(105):(60):D1(17);A:B2:C:D1
139;2017-03-15 19:54:00;A(40):(1):B1(29):(107):C(98):(272):D1(24);A:B1:C:D1
140;2017-04-12 02:35:00;A(33):(11):B1(0):(9):C(157):(92):D1(69);A:B1:C:D1
141;2018-06-07 01:35:00;A(18):(20):B1(4):(83):C(151):(500):D1(28);A:B1:C:D1
142;2017-11-18 23:17:00;A(57):(9):B1(28):(134):C(221):(135):D1(7);A:B1:C:D1
143;2017-10-22 15:16:00;A(21):(18):B1(16):(264):C(7):(17):D1(6);A:B1:C:D1
144;2017-06-22 15:08:00;A(23):(1):B1(17):(234):C(87):(29):D1(3);A:B1:C:D1
145;2017-01-14 04:30:00;A(97):(32):B1(1):(426):C(10):(293):D1(3);A:B1:C:D1
146;2017-08-01 00:31:00;A(32):(3):B1(28):(83):C(94):(219):D1(32);A:B1:C:D1
147;2017-01-08 01:11:00;A(68):(17):B1(6):(295):C(134):(38):D1(1);A:B1:C:D1
148;2017-05-21 14:16:00;A(66):(2):B1(16):(69):C(130):(12):D1(8);A:B1:C:D1
149;2017-05-04 14:23:00;A(0):(1):B1(71):(113):C(457):(193):D1(3);A:B1:C:D1
150;2017-08-26 15:32:00;A(24):(5):B1(50):(280):C(63):(96):D1(13);A:B1:C:D1
151;2017-03-12 20:48:00;A(20):(1):B1(1):(56):C(104):(146):D1(35);A:B1:C:D1
152;2017-09-12 07:50:00;A(49):(15):B1(1):(162):C(490):(35):D1(21);A:B1:C:D1
153;2017-07-04 12:57:00;A(24):(21):B1(19):(96):C(67):(229):D1(5);A:B1:C:D1
154;2017-07-12 04:51:00;A(62):(9):B1(15):(624):C(31):(282):D2(79);A:B1:C:D2
155;2017-01-06 10:41:00;A(149):(13):B1(37):(389):C(20):(135):D1(51);A:B1:C:D1
156;2017-05-26 08:06:00;A(17):(58):B1(18):(142):C(60):(232):D1(57);A:B1:C:D1
157;2017-08-27 08:57:00;A(119):(44):B1(13):(456):C(51):(77):D1(6);A:B1:C:D1
158;2018-05-28 10:27:00;A(40):(7):B1(63):(92):C(76):(32):D1(91);A:B1:C:D1
159;2017-01-31 01:29:00;A(125):(14):B1(41):(232):C(85):(73):D1(26);A:B1:C:D1
160;2017-09-16 09:23:00;A(83):(16):B1(5):(105):C(518):(152):D1(9);A:B1:C:D1
161;2017-02-07 11:25:00;A(136):(12):B1(6):(179):C(44):(1124):D1(25);A:B1:C:D1
162;2017-01-15 18:55:00;A(36):(1):B1(4):(143):C(198):(735):D1(11);A:B1:C:D1
163;2017-01-26 14:54:00;A(46):(14):B1(87):(157):C(117):(141):D1(17);A:B1:C:D1
164;2017-02-03 14:40:00;A(16):(27):B1(69):(246):C(30):(82):D1(5);A:B1:C:D1
165;2017-10-15 13:28:00;A(31):(6):B1(12):(16):C(316):(51):D1(48);A:B1:C:D1
166;2017-06-15 03:30:00;A(64):(0):B1(20):(7):C(186):(68):D1(45);A:B1:C:D1
167;2017-03-17 14:21:00;A(2):(17):B1(30):(239):C(60):(347):D1(8);A:B1:C:D1
168;2017-10-20 12:04:00;A(58):(1):B1(1):(19):C(183):(2):D1(33);A:B1:C:D1
169;2017-05-22 15:53:00;A(62):(17):B1(22):(64):C(251):(1):D1(38);A:B1:C:D1
170;2018-09-04 15:04:00;A(24):(12):B1(3):(24):C(8):(85):D1(15);A:B1:C:D1
171;2018-03-21 21:14:00;A(12):(5):B1(4):(65):C(111):(35):D1(80);A:B1:C:D1
172;2017-02-13 19:01:00;A(3):(2):B1(69):(19):C(24):(330):D1(17);A:B1:C:D1
173;2017-06-14 13:36:00;A(27):(24):B1(10):(310):C(343):(190):D1(12);A:B1:C:D1
174;2017-02-04 10:58:00;A(166):(2):B1(5):(188):C(71):(205):D1(0);A:B1:C:D1
175;2017-01-06 02:22:00;A(67):(2):B1(8):(184):C(165):(292):D1(5);A:B1:C:D1
176;2017-12-19 05:56:00;A(98):(1):B1(45):(130):C(49):(616):D1(4);A:B1:C:D1
177;2017-11-14 18:00:00;A(4):(3):B1(41):(292):C(25):(222):D1(35);A:B1:C:D1
178;2017-06-30 08:05:00;A(85):(33):B1(13):(9):C(162):(298):D1(6);A:B1:C:D1
179;2017-02-24 17:17:00;A(84):(4):B1(44):(257):C(284):(231):D1(56);A:B1:C:D1
180;2017-11-24 16:06:00;A(2):(15):B1(45):(130):C(38):(70):D1(11);A:B1:C:D1
181;2019-04-01 19:09:00;A(9):(1):B1(15):(41):C(25):(220):D1(6);A:B1:C:D1
182;2017-03-24 14:39:00;A(47):(23):B1(2):(133):C(31):(121):D1(49);A:B1:C:D1
183;2017-02-18 08:08:00;A(47):(33):B1(48):(24):C(209):(158):D1(9);A:B1:C:D1
184;2017-05-30 00:45:00;A(62):(11):B1(15):(92):C(85):(109):D1(23);A:B1:C:D1
185;2017-03-12 13:08:00;A(191):(3):B1(39):(94):C(37):(66):D1(34);A:B1:C:D1
186;2017-01-10 07:11:00;A(158):(38):B1(12):(625):C(11):(81):D1(1);A:B1:C:D1
187;2017-02-17 11:21:00;A(32):(1):B1(3):(146):C(129):(114):D1(13);A:B1:C:D1
188;2017-02-25 17:26:00;A(24):(36):B1(32):(131):C(258):(378):D1(2);A:B1:C:D1
189;2017-01-13 22:35:00;A(1):(41):B1(6):(226):C(100):(149):D1(47);A:B1:C:D1
190;2017-03-21 23:37:00;A(118):(11):B1(22):(180):C(19):(47):D1(71);A:B1:C:D1
191;2017-05-15 15:21:00;A(55):(10):B1(4):(108):C(138):(222):D1(21);A:B1:C:D1
192;2017-01-01 03:31:00;A(77):(2):B1(16):(173):C(211):(57):D1(5);A:B1:C:D1
193;2018-04-23 01:12:00;A(39):(36):B1(85):(104):C(277):(247):D1(5);A:B1:C:D1
194;2018-04-23 05:57:00;A(51):(14):B1(19):(178):C(85):(7):D1(17);A:B1:C:D1
195;2017-04-04 04:18:00;A(115):(2):B1(13):(121):C(63):(390):D1(2);A:B1:C:D1
196;2017-02-12 01:25:00;A(52):(5):B1(7):(38):C(11):(83):D1(93);A:B1:C:D1
197;2017-01-13 07:52:00;A(96):(15):B1(2):(49):C(59):(39):D1(6);A:B1:C:D1
198;2017-01-07 17:21:00;A(50):(7):B1(9):(94):C(238):(382):D1(2);A:B1:C:D1
199;2017-02-17 11:25:00;A(1):(14):B1(8):(289):C(314):(282):D1(3);A:B1:C:D1
200;2017-07-14 00:38:00;A(49):(9):B1(5):(23):C(171):(8):D1(35);A:B1:C:D1
201;2017-06-21 14:21:00;A(7):(1):B1(16):(170):C(115):(315):D1(3);A:B1:C:D1
202;2017-07-24 04:48:00;A(81):(11):B1(34):(100):C(129):(124):D1(1);A:B1:C:D1
203;2017-01-24 08:23:00;A(86):(11):B1(10):(134):C(52):(176):D1(36);A:B1:C:D1
204;2017-03-02 05:18:00;A(80):(33):B1(12):(185):C(13):(454):D1(21);A:B1:C:D1
205;2017-01-25 02:54:00;A(191):(2):B1(3):(287):C(6):(20):D1(16);A:B1:C:D1
206;2017-03-08 03:04:00;A(455):(25):B1(10):(13):C(38):(75):D1(13);A:B1:C:D1
207;2017-01-06 15:53:00;A(43):(1):B1(3):(17):C(210):(515):D1(22);A:B1:C:D1
208;2017-04-08 02:17:00;A(26):(35):B1(11):(29):C(163):(69):D1(47);A:B1:C:D1
209;2017-07-15 11:58:00;A(121):(21):B1(3):(330):C(35):(258):D1(9);A:B1:C:D1
210;2017-05-16 16:31:00;A(30):(9):B1(0):(89):C(326):(30):D1(28);A:B1:C:D1
211;2017-03-01 18:24:00;A(67):(27):B1(32):(107):C(218):(86):D1(7);A:B1:C:D1
212;2017-08-02 00:23:00;A(18):(2):B1(25):(465):C(28):(703):D1(32);A:B1:C:D1
213;2017-10-09 20:22:00;A(190):(2):B1(1):(6):C(30):(417):D1(6);A:B1:C:D1
214;2017-03-07 22:51:00;A(177):(36):B1(4):(99):C(317):(180):D1(6);A:B1:C:D1
215;2018-01-11 23:24:00;A(39):(0):B1(13):(21):C(137):(196):D1(22);A:B1:C:D1
216;2017-03-25 08:02:00;A(50):(24):B1(28):(186):C(267):(208):D1(27);A:B1:C:D1
217;2017-10-31 00:26:00;A(35):(2):B1(40):(113):C(57):(425):D1(16);A:B1:C:D1
218;2019-02-12 13:17:00;A(89):(2):B1(60):(9):C(77):(112):D1(6);A:B1:C:D1
219;2017-05-29 19:39:00;A(82):(17):B1(8):(581):C(7):(437):D1(45);A:B1:C:D1
220;2017-07-01 21:23:00;A(6):(10):B1(3):(224):C(20):(21):D1(80);A:B1:C:D1
221;2017-02-01 16:11:00;A(88):(35):B1(1):(363):C(157):(156):D1(12);A:B1:C:D1
222;2017-09-18 08:22:00;A(36):(5):B1(4):(157):C(157):(909):D1(1);A:B1:C:D1
223;2017-04-05 16:07:00;A(66):(5):B1(8):(15):C(291):(291):D1(13);A:B1:C:D1
224;2017-02-23 10:36:00;A(74):(10):B1(18):(30):C(154):(186):D1(19);A:B1:C:D1
225;2018-01-07 06:39:00;A(80):(0):B1(1):(6):C(34):(78):D1(10);A:B1:C:D1
226;2017-07-29 11:52:00;A(8):(3):B1(47):(63):C(133):(241):D1(100);A:B1:C:D1
227;2017-04-12 01:52:00;A(17):(3):B1(28):(313):C(5):(352):D1(16);A:B1:C:D1
228;2017-05-14 15:05:00;A(33):(7):B1(8):(77):C(5):(191):D1(9);A:B1:C:D1
229;2017-03-10 22:34:00;A(101):(46):B1(23):(92):C(7):(1):D1(4);A:B1:C:D1
230;2017-01-02 02:37:00;A(49):(18):B1(80):(113):C(40):(152):D1(42);A:B1:C:D1
231;2017-04-01 04:30:00;A(31):(22):B1(22):(88):C(7):(433):D1(5);A:B1:C:D1
232;2017-03-08 07:17:00;A(4):(5):B1(6):(118):C(17):(149):D1(74);A:B1:C:D1
233;2017-02-01 11:42:00;A(240):(0):B1(1):(6):C(27):(355):D1(33);A:B1:C:D1
234;2017-01-25 11:20:00;A(31):(10):B1(4):(44):C(89):(156):D1(7);A:B1:C:D1
235;2017-07-17 14:36:00;A(23):(13):B1(2):(397):C(257):(20):D1(46);A:B1:C:D1
236;2019-08-03 03:07:00;A(19):(4):B1(8):(16):C(50):(197):D1(4);A:B1:C:D1
237;2017-01-16 19:11:00;A(16):(10):B1(7):(26):C(276):(779):D1(52);A:B1:C:D1
238;2018-01-25 23:20:00;A(5):(7):B1(14):(249):C(194):(129):D1(36);A:B1:C:D1
239;2017-01-01 00:47:00;A(16):(4):B1(27):(123):C(101):(113):D1(20);A:B1:C:D1
240;2017-02-18 20:19:00;A(44):(7):B1(32):(19):C(43):(407):D1(98);A:B1:C:D1
241;2017-09-17 13:49:00;A(55):(9):B1(7):(15):C(340):(113):D1(20);A:B1:C:D1
242;2017-04-11 18:13:00;A(55):(9):B1(15):(82):C(142):(621):D1(29);A:B1:C:D1
243;2017-06-26 19:20:00;A(32):(16):B1(7):(161):C(12):(94):D1(6);A:B1:C:D1
244;2017-02-15 16:54:00;A(3):(4):B1(10):(426):C(12):(189):D1(18);A:B1:C:D1
245;2017-01-04 03:14:00;A(2):(4):B1(40):(80):C(31):(633):D1(5);A:B1:C:D1
246;2017-03-05 14:59:00;A(22):(0):B1(8):(54):C(58):(543):D1(7);A:B1:C:D1
247;2017-07-17 06:30:00;A(44):(13):B1(13):(9):C(4):(265):D1(71);A:B1:C:D1
248;2017-01-08 05:03:00;A(16):(8):B1(9):(194):C(559):(84):D1(2);A:B1:C:D1
249;2017-06-21 18:05:00;A(13):(22):B1(1):(123):C(118):(153):D1(18);A:B1:C:D1
250;2017-06-12 08:25:00;A(31):(15):B1(23):(92):C(152):(585):D1(108);A:B1:C:D1
251;2017-06-15 06:19:00;A(56):(3):B1(6):(67):C(28):(298):D1(1);A:B1:C:D1
252;2017-03-13 00:24:00;A(30):(29):B1(23):(137):C(135):(225):D1(7);A:B1:C:D1
253;2017-01-30 04:20:00;A(40):(12):B1(4):(9):C(169):(0):D1(30);A:B1:C:D1
254;2017-08-03 06:38:00;A(3):(3):B1(18):(377):C(59):(665):D1(5);A:B1:C:D1
255;2017-04-15 02:23:00;A(10):(42):B1(2):(11):C(114):(266):D1(63);A:B1:C:D1
256;2017-01-04 21:12:00;A(36):(0):B1(8):(47):C(14):(30):D1(22);A:B1:C:D1
257;2017-01-05 14:02:00;A(97):(4):B1(4):(635):C(127):(86):D1(8);A:B1:C:D1
258;2017-02-02 03:04:00;A(2):(5):B1(4):(45):C(19):(54):D1(7);A:B1:C:D1
259;2017-01-13 19:32:00;A(2):(5):B1(9):(23):C(27):(245):D1(12);A:B1:C:D1
260;2017-02-10 06:07:00;A(21):(19):B1(2):(177):C(146):(162):D1(12);A:B1:C:D1
261;2018-05-26 21:43:00;A(88):(8):B1(31):(310):C(3):(372):D1(2);A:B1:C:D1
262;2017-04-17 08:22:00;A(127):(9):B1(10):(74):C(93):(490):D1(20);A:B1:C:D1
263;2017-03-05 15:48:00;A(119):(23):B1(6):(221):C(61):(967):D1(26);A:B1:C:D1
264;2017-12-21 10:24:00;A(29):(0):B1(46):(67):C(40):(37):D1(8);A:B1:C:D1
265;2018-04-16 00:27:00;A(212):(8):B1(4):(133):C(72):(243):D1(3);A:B1:C:D1
266;2021-10-26 14:03:00;A(16):(3):B1(16):(1):C(89):(260):D1(0);A:B1:C:D1
267;2017-02-02 03:16:00;A(11):(3):B1(6):(37):C(23):(558):D1(46);A:B1:C:D1
